Approved symbol	Ensembl ID(supplied by Ensembl)
PIRC87	
GPR93~withdrawn	
NEF5~withdrawn	
BDB~withdrawn	
MIR12124	
MIR3130-3~withdrawn	
FRA1F	
ERVK-4	
OR2A8~withdrawn	
CCD#~withdrawn	
TCRGC2~withdrawn	
LINC01530	
OR51C2P~withdrawn	
OR4H9P~withdrawn	
LENG10~withdrawn	
ERVK9-5	
MFSD4A-AS1	
TRS-GCT3-1	
MAFD3~withdrawn	
RN7SL730P~withdrawn	
IGAD1	
RN7SL179P~withdrawn	
RPL36AP31	
RSTS~withdrawn	
RPL31P21	
ANKRD57P1	
RPS2P11	
RNU7-78P	
TRN-GTT2-6	
RPS15P1	
IGER~withdrawn	
BDB1~withdrawn	
PIRC28	
TMEM275	
TTTY9A	
RP4~withdrawn	
CCDC15-DT	
MIR3085	
AOM~withdrawn	
GPR129~withdrawn	
GRL~withdrawn	
COCA2~withdrawn	
MNG1~withdrawn	
PCNT1~withdrawn	
FACE~withdrawn	
MKRN6P	
OR4H7P~withdrawn	
ZMYM2-IT1~withdrawn	
HOX3@~withdrawn	
SNORD3F	
LLP~withdrawn	
RN7SL13P~withdrawn	
OR7F5P~withdrawn	
SNORD156	
RNU6-149P~withdrawn	
MRX67	
LCD1~withdrawn	
C1orf222~withdrawn	
WARBM1~withdrawn	
RPL37P13	
CASP1P3	
NR3C1P1	
TRQ-CTG8-1	
DDX11L15	
RPS4Y1P1	
FNZ~withdrawn	
UPK3BL2	
SUZ12P2	
SMA@~withdrawn	
PIRC109	
LINC02642	
BCMS~withdrawn	
SNAR-A11	
PEPA~withdrawn	
DFNA50~withdrawn	
MTTFH	
ITI~withdrawn	
RP23~withdrawn	
GCF1~withdrawn	
GPR5~withdrawn	
HCG4P10~withdrawn	
MIRN872~withdrawn	
FRA1M	
MRPS17P6	
S9~withdrawn	
RMRPP3~withdrawn	
LPC2D~withdrawn	
AUTS1	
C1orf178~withdrawn	
GKP4~withdrawn	
SLEN3	
OR5B11P~withdrawn	
NMDARA1~withdrawn	
TRIM60P4Y	
RPL7AP24	
DUX2~withdrawn	
ZNF129~withdrawn	
RPL23AP79	
RPS5P8	
KRTAP18-1~withdrawn	
TRH-GTG3-1	
RPL19P19	
EBD1~withdrawn	
RPL29P27	
PIRC74	
SNORD169	
OR10B2~withdrawn	
SNAR-C1	
KRTAP4-13~withdrawn	
DNHD1L~withdrawn	
MIC7	
DIR3~withdrawn	
LHON~withdrawn	
PCH2~withdrawn	
TCRGV7~withdrawn	
GLUD1P7~withdrawn	
TRNAG14~withdrawn	
CTLN2~withdrawn	
FRA4C	
SDH2~withdrawn	
DFNB10~withdrawn	
MSK2~withdrawn	
RN7SL245P~withdrawn	
CMD1H	
HPRTP1~withdrawn	
LAKLG	
TRE-CTC1-1	
CHE1~withdrawn	
GAGED4~withdrawn	
LINC01032	
RPL36AP38	
CYCSP14	
AREGB~withdrawn	
RPS15AP4	
TRT-TGT5-1	
TRT-AGT7-1	
RPL23P6	
ACTBP4	
RPS2P53	
CICP21	
LINC02657	
F5F8D~withdrawn	
FCT3A~withdrawn	
CXorf5~withdrawn	
SPG19	
C6orf224~withdrawn	
DFNB18~withdrawn	
ZNF104~withdrawn	
TSSK5P2~withdrawn	
FRA4E~withdrawn	
FRA6G	
OR5BH2P~withdrawn	
ZNF244~withdrawn	
RN7SL830P~withdrawn	
OR5D6P~withdrawn	
DFNA59	
DNHD2~withdrawn	
GPC3-AS1	
RPS15P5~withdrawn	
SLEH1	
RPS25P10	
F7R	
FTH1P13	
RPL21P63	
TRD-GTC2-3	
RPS5P1	
HABP1~withdrawn	
TRF-GAA1-4	
RBMY1GP	
COILP1	
RPLP0P8	
RPS3AP48	
CYP2DL1~withdrawn	
LINC00266-3	
LRS1~withdrawn	
PPIAL4B~withdrawn	
C16orf41~withdrawn	
S12	
ESTF~withdrawn	
MRXS10~withdrawn	
SULT~withdrawn	
MCDC1~withdrawn	
PLANH3~withdrawn	
RNU7-118P~withdrawn	
C9orf56~withdrawn	
MAAT1~withdrawn	
PRSS47	
UVO~withdrawn	
BLYM~withdrawn	
RN7SL56P~withdrawn	
OCA5	
RECA~withdrawn	
RPS15P1~withdrawn	
KMS	
C7orf1~withdrawn	
ASS1P14	
RPL21P81	
RPS24P10	
TRG-GCC2-3	
MRPL51P1	
SEPT14P7	
SIGLEC26P	
MTCO2P26	
RPL17P7	
LINC02684	
RPL23AP51	
CHN~withdrawn	
LAG2~withdrawn	
FAM27D1	
OR1D6P~withdrawn	
NS1~withdrawn	
DRCC1~withdrawn	
TR2~withdrawn	
SAP1~withdrawn	
AVSD2~withdrawn	
KRT22~withdrawn	
C21orf43~withdrawn	
GAGE6	
RNU6-683P~withdrawn	
XRCC6BP2~withdrawn	
FRA19B	
EBS2~withdrawn	
C19orf8~withdrawn	
ERBA2L~withdrawn	
VRK3P1~withdrawn	
HCVS	
IBD9	
PHKG1P3	
KRTAP18-5~withdrawn	
SONP1	
C14orf96~withdrawn	
TRK-TTT7-1	
RNU7-33P	
HCG4P9	
RPS26P9	
MTND5P39	
TRV-AAC2-1	
RPS2P12	
RPS28P3	
NMDAR2B~withdrawn	
BTF3P3	
LINC02635	
TRE-TTC11-1	
CDC46~withdrawn	
LINC00312	
LHFPL4~withdrawn	
ZNF427~withdrawn	
VIS1	
RNS6~withdrawn	
DFNB23~withdrawn	
KRT14L3~withdrawn	
OFD1P19Y~withdrawn	
MIRN674~withdrawn	
M17S1~withdrawn	
ZNF1~withdrawn	
FAM239B	
RNU6-773P~withdrawn	
CMT1A	
LTB4H~withdrawn	
MSK8~withdrawn	
DFNB40	
CRYB2A~withdrawn	
RPL21P100	
ERPL1~withdrawn	
RBBP8P2	
RPL39P2	
TRA-AGC14-1	
MTCO2P14	
TRQ-CTG15-1	
RNPU1Z~withdrawn	
DDX18P2	
CDR1-AS	
RIEG1~withdrawn	
OR2I4P~withdrawn	
NCRNA00103~withdrawn	
OR2V3~withdrawn	
WBSCR2	
CCAT~withdrawn	
DLX9~withdrawn	
DFNB88~withdrawn	
C17orf7~withdrawn	
SYCP1L2~withdrawn	
MIR7641-1~withdrawn	
NPM1P7	
ABC2~withdrawn	
RPL32P22	
TRNAVP1~withdrawn	
RNA45SN4	
RNU6-734P~withdrawn	
PANG~withdrawn	
C10orf123~withdrawn	
BCL5	
ANX2LG~withdrawn	
MRX19~withdrawn	
NAC~withdrawn	
RPL17P29	
OR2M6~withdrawn	
DFNB43	
M7V1~withdrawn	
EIF2S2P1	
CLAPA1~withdrawn	
PPP1R14BP1	
TRK-CTT2-4	
DFNA34~withdrawn	
LINC02691	
BTN1A1P1	
PDCL3P2	
TRA-AGC8-2	
RPL27AP2	
DUXAP10	
TRX-CAT1-4	
RPS12P8	
RPL17P39	
RPL21P80	
PCMTD1P4	
SNF2L1~withdrawn	
RNA18S1	
C9orf2~withdrawn	
SNORD44	
RN7SL631P~withdrawn	
SNHG24~withdrawn	
OR4F10~withdrawn	
FCER1B~withdrawn	
BCL1~withdrawn	
EPHTLG~withdrawn	
NRASL2~withdrawn	
MIR1273A~withdrawn	
OR5B20P~withdrawn	
ZNF182L~withdrawn	
PRD	
TYRP2~withdrawn	
TRI-AAT5-3	
RNU7-108P~withdrawn	
TBXA1R	
MBS1	
CALS~withdrawn	
RPL21P55	
LGMD1G	
S100A7P2	
FEOM3~withdrawn	
PGBD4P7	
RPL36AP2	
RPS24P15	
TBG~withdrawn	
ACHAP~withdrawn	
RNA45S1	
TRSUP-CTA1-1	
KIAA1107	
TRQ-TTG3-3	
FAM90A23P	
ATG12P1	
ALS6~withdrawn	
DCXR-DT	
GALN~withdrawn	
GPR89C~withdrawn	
RPL39P42~withdrawn	
ESA4	
C6orf17~withdrawn	
OR9A5P~withdrawn	
F8C~withdrawn	
ALDR1~withdrawn	
MANBB~withdrawn	
MIR3653~withdrawn	
PXMP1L~withdrawn	
ADCP2~withdrawn	
PYHG16~withdrawn	
RP12~withdrawn	
MLR~withdrawn	
SNORD38D	
VPS45B~withdrawn	
RNU7-101P~withdrawn	
CCAL1	
PDB1	
LINC02648	
RPS3P5	
OR1L2~withdrawn	
TRA-AGC1-1	
RPL7AP17	
VN1R47P	
RN7SL438P	
RPS2P3	
RPS8P1	
NMTRQ-TTG8-1	
DAD1P1	
TCF6~withdrawn	
TRN-GTT17-1	
RPL19P2	
WBSCR11~withdrawn	
RPL15P9	
TAF5LP1	
STIP1P1	
HMGN2P44	
PIRC38	
NLVCF~withdrawn	
SNORD80	
CDC27P9	
FGF7L~withdrawn	
CTAGEP~withdrawn	
OR10C2~withdrawn	
SAPK3~withdrawn	
RNA18S5	
RNVU1-13~withdrawn	
C5orf9~withdrawn	
CDRT2	
PRSS19~withdrawn	
ZNF63~withdrawn	
MIR6087~withdrawn	
OR7E150P~withdrawn	
GUC1A4~withdrawn	
WBSCR23~withdrawn	
FTNB~withdrawn	
HOX3D~withdrawn	
RN7SL227P~withdrawn	
MRX23	
RPL37AP7	
TRD-GTC10-1	
A2MR~withdrawn	
BNIP3P21	
RPL7AP48	
PCPH~withdrawn	
SNORA90	
UBE2D3-AS1	
ARF2P	
LINC01599	
MYT2~withdrawn	
RPL17P27	
RPL18P12	
SNORA16A	
NMTRQ-TTG4-1	
HLAK~withdrawn	
DBF4P3	
TRW-CCA3-3	
CD27LG~withdrawn	
WHSC1L2P	
RPL31P16	
PIRC4	
ELK2~withdrawn	
PQBP2~withdrawn	
RNU1P9~withdrawn	
LINC00594~withdrawn	
DEFT6P~withdrawn	
MYP10	
BDM~withdrawn	
LINC00420~withdrawn	
OR11H8P~withdrawn	
RPL17L1~withdrawn	
ERVK-1	
C10orf133~withdrawn	
TRE-TTC4-1	
RN7SL439P~withdrawn	
LPC2A~withdrawn	
GLC2A	
MGCR~withdrawn	
MUC9~withdrawn	
SNORA104	
RPL21P95	
RPL13P8	
VN1R112P	
TRE-CTC1-3	
FACL1~withdrawn	
TSTA2~withdrawn	
TRK-TTT17-1	
TRK-TTT1-1	
TEKT4P1	
RPL26P21	
LINC00965	
TRQ-CTG16-1	
EIF4EBP1P2	
STFA~withdrawn	
OSTCP7	
IFI4~withdrawn	
PIRC84	
FBLN4~withdrawn	
GRIK1-AS2	
ZNF328~withdrawn	
OR7E138P~withdrawn	
CLN9	
MIR10394	
HTK~withdrawn	
FAS1~withdrawn	
PI8L2~withdrawn	
DFNB2~withdrawn	
OFC#~withdrawn	
AK6~withdrawn	
GSK2~withdrawn	
RPL19P15	
RN7SL603P~withdrawn	
MHS4	
HERC2P1	
VHR~withdrawn	
MAGI2-IT1~withdrawn	
BCL7~withdrawn	
M6S1~withdrawn	
RNY5P1	
EIF3EP4	
RPS13P8	
PLI~withdrawn	
RPS20P3	
TRK-TTT13-1	
RPL37AP5	
TRE-TTC13-1	
USH1B~withdrawn	
PIRC46	
ZNF338~withdrawn	
TRT-TGT4-1	
DSS~withdrawn	
CYP2D8P2~withdrawn	
MIR10527	
MRT12~withdrawn	
FRA11C	
HFC1~withdrawn	
GTF3BAP2~withdrawn	
ZNF269~withdrawn	
VNN2-AS1~withdrawn	
ERVW-21	
MHP2~withdrawn	
OR2I5P~withdrawn	
RN7SL136P~withdrawn	
C2orf1~withdrawn	
MRX37	
SNORD150	
LINC00418~withdrawn	
MDU2~withdrawn	
C16orf17~withdrawn	
DYRK~withdrawn	
GYG2P2	
ALAS3~withdrawn	
ANKRD20A14P	
TOP3~withdrawn	
MTND4LP6	
MRPS7P2	
DLB2~withdrawn	
LINC02072	
NIPA2P3	
CCAT1	
RPL29P26	
TRR-TCT4-1	
RPS10P6	
FAM90A7P	
RPS12P29	
RPL15P5	
IGHV2-10	
DNM1P45	
RPL36AP12	
RPL9P9~withdrawn	
MRX1~withdrawn	
PIRC89	
TFNR~withdrawn	
IL9RP1	
MEF~withdrawn	
MIR12125	
MIR3130-4~withdrawn	
ERVK-5	
OR6A1~withdrawn	
OR7E92P~withdrawn	
SMA#~withdrawn	
TCRB~withdrawn	
DFNA11~withdrawn	
ANX7~withdrawn	
OR5B4P~withdrawn	
LENG11~withdrawn	
ERVK9-3	
MRX29~withdrawn	
OR7E9P~withdrawn	
RN7SL729P~withdrawn	
GPR67~withdrawn	
ATD	
GLUT3P1~withdrawn	
FBNL~withdrawn	
RN7SL137P~withdrawn	
LFA3~withdrawn	
TRN-GTT4-1	
P~withdrawn	
RPL31P22	
HTC2	
DNL2~withdrawn	
RPL10AP4	
RPS3AP18	
ERR~withdrawn	
EHK1~withdrawn	
SPG15~withdrawn	
TRG-GCC2-2	
CACNL1A5~withdrawn	
MTATP6P8	
RPS26P22	
GCATP1	
SLC20A4~withdrawn	
USP12P1	
RPL34P11	
TRIM60P12Y	
MRX2~withdrawn	
MRX84	
STIP1P2	
TSE1~withdrawn	
MIR548BC	
TRN-GTT21-1	
PAB1~withdrawn	
ZNF166~withdrawn	
FRA14C	
PMSL1~withdrawn	
RP17~withdrawn	
OR1F2P~withdrawn	
OR5B8P~withdrawn	
TRNAVP2~withdrawn	
FRA2E	
OR1F8~withdrawn	
C11orf3~withdrawn	
DEFT4P~withdrawn	
RN7SL90P~withdrawn	
RENS2	
SNORD160	
YWHAQP3	
RNU6-676P~withdrawn	
RPL34P24	
FLN1L~withdrawn	
LINC00548	
RPL36P6	
TRIP2~withdrawn	
MRPL11P3	
INPP5C~withdrawn	
ZNF21~withdrawn	
DFNB35~withdrawn	
TRY-GTA6-1	
DDX11L6	
VN2R15P	
CACT~withdrawn	
RPL27P4	
ZNF424~withdrawn	
ZNT1~withdrawn	
GOLGA8M	
RPL15P22	
PIRC8	
RPL37P20	
HEN1~withdrawn	
SNAR-A9	
IGA~withdrawn	
PTK8~withdrawn	
MCDR2~withdrawn	
MTTFL	
LDC~withdrawn	
U2AFBP~withdrawn	
AMCD2B~withdrawn	
CLCNL1~withdrawn	
OR4C17P~withdrawn	
MIR923~withdrawn	
FRA2A	
OR10P3P~withdrawn	
LINC01163	
LINC00359	
INSRL~withdrawn	
RN7SL95P~withdrawn	
DFNA62	
RN7SL588P~withdrawn	
ECA1	
RPL36AP17	
RPU1~withdrawn	
LINC01317	
PIK3C1~withdrawn	
APPL2~withdrawn	
HCG9P5	
TRG-CCC2-2	
MTND5P46	
TRK-TTT3-3	
ERVK-25	
NEDD6~withdrawn	
FRAP2~withdrawn	
AFF1-AS1	
PIRC82	
HMGA2-AS1	
GINGF~withdrawn	
SNAR-C3	
KRTAP4-14~withdrawn	
DNM1DN11@~withdrawn	
MSK10	
LE~withdrawn	
LIMM~withdrawn	
PYHG19~withdrawn	
FMR3	
REXO1L7P~withdrawn	
C13orf41~withdrawn	
FRA4D	
AFG3~withdrawn	
MSK20~withdrawn	
UPF3BP4~withdrawn	
MYP3	
RNA18SN3	
MPSL1~withdrawn	
RABL~withdrawn	
RNU1P3~withdrawn	
DFN5	
SNORD13C	
RPS10P19	
ANPRB~withdrawn	
RPS13P4	
U2AF1P~withdrawn	
ARVD4	
RPL31P18	
RPL18P4	
TRG-TCC2-2	
RPL29P21	
OR5D5P~withdrawn	
TRR-ACG1-2	
RPL18P6	
RPL26P16	
GAPDL5~withdrawn	
TAF13P1	
HCG9P3	
DNM1P5	
MTND1P25	
COL1A2-AS1	
GNG5P4	
ERVW-28	
CZP1~withdrawn	
C19orf64~withdrawn	
DFNB42~withdrawn	
C16orf8~withdrawn	
HVBS7	
ANPRA~withdrawn	
DYS~withdrawn	
NFIXL2~withdrawn	
LCA4~withdrawn	
PARTICL	
RNA5SP314~withdrawn	
C14orf65~withdrawn	
IL2R~withdrawn	
FRA7A	
OR5W3P~withdrawn	
LINC02627	
TRA-AGC22-1	
PNY3~withdrawn	
RN7SL463P~withdrawn	
DFNB71	
RN7SL669P~withdrawn	
DFNA40	
C1orf196	
SEPT14P18	
TRE-CTC18-1	
EBN2~withdrawn	
RPS20P8	
C20orf37~withdrawn	
MTCO3P33	
PTPRZ2	
TAF3C~withdrawn	
FGFR6~withdrawn	
TRN-GTT9-1	
ZNF191~withdrawn	
RPL35AP20	
DUX4L39	
CFD1~withdrawn	
TRA-AGC11-1	
RPS2P47	
MTND1P13	
DUX4L44	
MICB-DT	
TAK1~withdrawn	
TRT-AGT1-3	
ATP5A~withdrawn	
LINC00268	
OR7E69P~withdrawn	
SPG30~withdrawn	
EGFL1~withdrawn	
TSHRL2	
LGMD2C~withdrawn	
EKV3~withdrawn	
CRTL2~withdrawn	
FKBP4P4~withdrawn	
C8orf67~withdrawn	
FRA8D	
OR7E98P~withdrawn	
OR2AN1P~withdrawn	
RN7SL686P~withdrawn	
OTSC10	
LINC01505	
RPS15P6~withdrawn	
IGKVP5~withdrawn	
GCY	
SLIL2~withdrawn	
TRP-AGG2-7	
ZNF13~withdrawn	
TRQ-CTG5-1	
MRPS23P1	
RPL23P7	
SEPT14P6	
RNU7-44P	
C1orf188~withdrawn	
FNBP1P2	
KCNJN1~withdrawn	
SPG8~withdrawn	
CMT2D~withdrawn	
GLUT3~withdrawn	
SCA14~withdrawn	
FOLR2L~withdrawn	
ZNF298~withdrawn	
RN7SKP138~withdrawn	
C21orf72~withdrawn	
FRA20A	
CNCG2~withdrawn	
NMTRS-TGA2-1	
CD3W~withdrawn	
FNDC6~withdrawn	
HCG2P1~withdrawn	
HPT	
LINC02664	
OTSC5	
TMSB4~withdrawn	
OR3A5P	
LRRC37A8P	
ASNSP5	
MRPS33P1	
RPS9P4	
RPL13AP10	
MTND4LP28	
TRD-GTC4-1	
OR7E32P~withdrawn	
LINC02673	
PTGER4P1	
LINC02634	
NMTRL-TAA3-1	
HUD~withdrawn	
PSCD2L~withdrawn	
PCDH23~withdrawn	
MHS3~withdrawn	
DFNA26~withdrawn	
C2orf90~withdrawn	
C21orf48~withdrawn	
IGKVP7~withdrawn	
TBS~withdrawn	
PGA@~withdrawn	
MIRN871~withdrawn	
NTRKR3~withdrawn	
ERVK-7	
OR2A28P~withdrawn	
OR7E77P~withdrawn	
FAM231EP~withdrawn	
CXB3S	
RPL36AP9	
OI4~withdrawn	
SCKL3	
HMGB3P25	
RPL21P101	
DUX4L41	
SRSF11P1	
TRA-AGC12-1	
MTCO3P14	
ERVK-2	
TRL-CAG1-6	
RPS2P10	
RPS2P42	
WBSCR4~withdrawn	
RPS2P20	
SNX19P4	
RPL10AP7	
MTCYBP26	
MSSE~withdrawn	
CDC18L~withdrawn	
OR2L4P~withdrawn	
MIR453~withdrawn	
OR13E2~withdrawn	
HMR~withdrawn	
SNAR-A1	
HHG~withdrawn	
USH1J~withdrawn	
C17orf5~withdrawn	
ZNF171~withdrawn	
MIRN594~withdrawn	
PEO2~withdrawn	
RPL21P61	
PCSK3~withdrawn	
RNRP2~withdrawn	
RNA28SN4	
TRV-CAC1-4	
RNU6-385P~withdrawn	
OPA2	
RPL17P30	
OR51A13~withdrawn	
DFNB45	
PRKCB2~withdrawn	
RDRC~withdrawn	
PAFAH1B1P2	
DUX4L49	
RPS2P15	
MRX48~withdrawn	
DFNB24~withdrawn	
OR7E73P~withdrawn	
ERVW-4	
TRM-CAT4-3	
TRL-AAG5-1	
GTF2IP21	
RPS10P24	
FBXO20~withdrawn	
RPL34P16	
RNA5-8S3	
ACTR3P1	
PRKM8~withdrawn	
XRCC9~withdrawn	
DAGK1~withdrawn	
FRA11B	
MERRF~withdrawn	
CYorf15B~withdrawn	
OR4F18~withdrawn	
PFD~withdrawn	
OR7E141P~withdrawn	
AOP1~withdrawn	
NRASL3~withdrawn	
MIR220B~withdrawn	
JK~withdrawn	
CMOAT~withdrawn	
PEO1~withdrawn	
C20orf66~withdrawn	
HPE1	
IGHV4-30-2	
IGKVPZ3~withdrawn	
GUC1A3~withdrawn	
S100D~withdrawn	
TRA-AGC13-2	
RNU6-372P~withdrawn	
MTHFD~withdrawn	
IGKV2@~withdrawn	
PRS	
RPL21P56	
FRA13C	
FCMTE2	
SNORD134	
RPL21P21	
AGS1~withdrawn	
NEK2P1	
SCA21~withdrawn	
PDK1P1	
RPL36P3	
FKBP1L~withdrawn	
IGLL2P	
SNORA50A	
TRY-GTA5-3	
TAGLN2P2	
RBS~withdrawn	
C22orf19~withdrawn	
TRL-TAA4-1	
THSD1P1	
FOLR1P1	
OR7D11P	
C6orf14~withdrawn	
PRKM13~withdrawn	
TXDI3~withdrawn	
BMNCR	
RPS5P4	
PRSS5~withdrawn	
PRAMEF23~withdrawn	
RNVU1-5~withdrawn	
OR2B9~withdrawn	
SGK2~withdrawn	
C8orf27~withdrawn	
EDM1~withdrawn	
MYCLK1~withdrawn	
MIR3656~withdrawn	
API3~withdrawn	
C18orf61~withdrawn	
ERVI-1	
ABCR~withdrawn	
TRP-TGG3-4	
RNU7-189P~withdrawn	
OA3	
HIGD1AP7	
LINC02651	
CDG1~withdrawn	
RPL31P34	
MYP12	
TRQ-CTG1-5	
DHRD~withdrawn	
OR8C3P~withdrawn	
RPS11P3	
RN7SL500P	
RPS6P26	
CCA~withdrawn	
MTND5P43	
ZNF309~withdrawn	
TRX-CAT1-3	
TRBV3-2	
MAGE2~withdrawn	
YWHAEP6	
EDP1~withdrawn	
RPL31P14	
PIRC42	
H2A~withdrawn	
CGM8~withdrawn	
C9orf113~withdrawn	
LINC00505~withdrawn	
SEA	
GPR99~withdrawn	
DEFA8~withdrawn	
CD39L4~withdrawn	
C11orf7~withdrawn	
RNA18SN5	
PRSS20~withdrawn	
AGTRL2~withdrawn	
MIR6723~withdrawn	
OR7E151P~withdrawn	
CNOT5~withdrawn	
TUBG~withdrawn	
CKN2~withdrawn	
C6orf92~withdrawn	
RN7SL289P~withdrawn	
FANCH~withdrawn	
MRX24	
HAUSP~withdrawn	
TMEM13~withdrawn	
LINC00938	
VN1R73P	
FKHL10~withdrawn	
NOT3~withdrawn	
HSPCAL4~withdrawn	
RPL21P59	
PI12~withdrawn	
TRE-TTC15-1	
CORD6~withdrawn	
RPS26P7	
SCGB2B1P	
TRA-AGC12-3	
MKRN8P	
MIR12114	
TRG-TCC5-1	
PRKAA~withdrawn	
PIRC12	
TAS2R67P	
PRHX~withdrawn	
BBS~withdrawn	
WSN~withdrawn	
PQBP3~withdrawn	
OR5B5P~withdrawn	
TLCN~withdrawn	
OR4C8P~withdrawn	
LINC01245~withdrawn	
SMCR9~withdrawn	
PQBP4	
C9orf164~withdrawn	
C1HR~withdrawn	
LINC00372~withdrawn	
GUC1A2~withdrawn	
ZNF158~withdrawn	
ERVE-2	
TRBV4-3	
C9orf108~withdrawn	
RN7SL467P~withdrawn	
FCMTE3	
LINC01157	
MYSB~withdrawn	
RPS20P18	
CBD~withdrawn	
OR2H6~withdrawn	
PLA2G4~withdrawn	
RPL14P2	
VN1R44P	
TRK-TTT9-1	
PCBP2P2	
RPL29P6	
NMTRV-TAC1-1	
TRA-AGC10-1	
TRK-TTT15-1	
USP10P2	
G10P1~withdrawn	
PIRC97	
LIMAB1~withdrawn	
TRX-CAT1-7	
USP3L~withdrawn	
RBM22P10~withdrawn	
MIR10396B	
TPS1~withdrawn	
TIMM13A~withdrawn	
CDRT5	
SCNN1~withdrawn	
FAUNA@~withdrawn	
IL11RB~withdrawn	
ERVW-8	
TDRD4~withdrawn	
MRX35~withdrawn	
RN7SL595P~withdrawn	
USH1E	
EIF2B~withdrawn	
UGGT2-IT1~withdrawn	
DDPAC~withdrawn	
TRH-GTG1-9	
DNL1L~withdrawn	
SNORD129	
RPL21P27	
GOT2P4	
AKU~withdrawn	
RPS28P4	
TRG-GCC1-4	
RPL36P7	
RPS27P10	
TRF-GAA8-1	
RNU5F-5P	
HLAL~withdrawn	
PIRC47	
VIAAT~withdrawn	
RNR2	
BCPM~withdrawn	
CYP2D7P2~withdrawn	
ANX2P2~withdrawn	
MIR11399	
ANE1~withdrawn	
FRA11D	
ZNF163~withdrawn	
C17orf22~withdrawn	
HFSP~withdrawn	
LINC00357~withdrawn	
ERVW-7	
PSORS2~withdrawn	
TRR-CCT5-1	
OR2I7P~withdrawn	
RN7SL64P~withdrawn	
MRX31	
SCZD3	
SNORD151	
SRGAP2-IT1~withdrawn	
TCTE5~withdrawn	
RPL32P10	
SNORD13I	
UNP~withdrawn	
MDC~withdrawn	
C16orf29~withdrawn	
NBEAP4	
TMEM274P	
ANP32A-IT1	
HOX2F~withdrawn	
EPB3L1~withdrawn	
LOH18CR1~withdrawn	
TRC-GCA6-1	
FAM90A16P	
RPL7AP20	
RPL9P19	
KRT88P	
MTND4LP29	
PCANAP7~withdrawn	
PIRC98	
BHLHB1~withdrawn	
MLK3~withdrawn	
HOX7~withdrawn	
MIR12126	
NCRNA00291~withdrawn	
PARK5~withdrawn	
RAD2~withdrawn	
C3orf53~withdrawn	
XPGC~withdrawn	
SLC2A3P3~withdrawn	
ITIH2-AS1~withdrawn	
GAGE12I	
ERVK9-2	
EYCL3~withdrawn	
COLOT1~withdrawn	
RN7SL867P~withdrawn	
MRX39	
RBTN1~withdrawn	
RPL36AP44	
RN7SL315P~withdrawn	
IDDM18	
STGD3~withdrawn	
TRK-CTT9-1	
PIL~withdrawn	
PRSS4~withdrawn	
RPL31P29	
TUBAP3	
RP19~withdrawn	
MTCO1P41	
DDX11L4	
RPL19P8	
CDPD1~withdrawn	
TRT-CGT4-1	
RPS3AP19	
MYD118~withdrawn	
PIRC88	
APNH~withdrawn	
MIR6529	
DFN2~withdrawn	
DFNB93~withdrawn	
PMSL2~withdrawn	
CMD2A~withdrawn	
RNNL~withdrawn	
LINC02653	
OR5B9P~withdrawn	
TRNAVP3~withdrawn	
FRA2F	
OR8D3~withdrawn	
NEDD2~withdrawn	
TRL-AAG2-1	
C17orf10~withdrawn	
RN7SL872P~withdrawn	
MRX64	
SNORA120	
TRAPPC2P6	
RN7SL24P~withdrawn	
NNO1	
NCX1~withdrawn	
TRD-GTC2-2	
RPL35AP8	
BTS1	
SNORD141A	
RPL36P9	
BTEB2~withdrawn	
RPL36AP37	
MRPL11P2	
MDCR~withdrawn	
THAP12P10	
FAM95A	
ERVW-2	
HCG9P1	
TRS-GCT6-1	
DDX11L7	
RPL9P17	
NDUFB3P2	
KIR2DL2	
RPL23P3	
PIRC21	
RASGRF3~withdrawn	
COL12A1L~withdrawn	
SNAR-A4	
PBM1~withdrawn	
CELIAC3~withdrawn	
MTTFX	
CLG4B~withdrawn	
KCS~withdrawn	
CLCNL2~withdrawn	
TCRGV1~withdrawn	
FAM35EP~withdrawn	
MIR1300~withdrawn	
FRA2B	
DFNB11~withdrawn	
TNFC~withdrawn	
TRC-GCA8-1	
M130~withdrawn	
RMRPP4~withdrawn	
SLC4A6~withdrawn	
HPCX	
RN7SL243P~withdrawn	
IBD5	
PRSS14~withdrawn	
IL10R~withdrawn	
CJD~withdrawn	
MTCO1P32	
RPL36AP16	
OPG~withdrawn	
RPL7AP29	
FAM199YP	
MYP15	
TRL-AAG2-3	
TRUND-NNN2-1	
PKD1P2	
RPL32P36	
RPL6P13	
PFKX~withdrawn	
TRD-GTC2-8	
RPL36AP32	
PIRC93	
C15orf51~withdrawn	
DBCCR1~withdrawn	
SNAR-D	
KRTAP4-15~withdrawn	
DNM1DN12@~withdrawn	
FRA12B	
KRTAP18-2~withdrawn	
SCZD9~withdrawn	
MSK34~withdrawn	
BMS1P6~withdrawn	
L1RE4~withdrawn	
FRA5A	
OR4G7P~withdrawn	
OB~withdrawn	
TRA-CGC5-1	
MSK22~withdrawn	
RNU6-962P~withdrawn	
MBS3	
RNU1P4~withdrawn	
IDDM9	
SHFM2	
NMTRQ-CTG1-1	
TRA-TGC1-1	
RPS13P5	
GUD~withdrawn	
ADTAB~withdrawn	
FTHP3~withdrawn	
ATP6V1G1P5	
RPS2P27	
CDY21P	
TRQ-CTG2-1	
TRD-GTC9-1	
RPS8P5	
RPS12P25	
